claim_id,customer_id,claim_date,claim_amount,claim_type,status,adjuster_id
CL000765,C00502,2024-04-12,6958.92,Liability,Approved,ADJ018
CL000766,C00577,2025-07-16,9204.94,Collision,Approved,ADJ024
CL000767,C00629,2025-03-19,3202.16,Liability,Open,ADJ003
CL000768,C00526,2024-06-19,5455.3,Liability,Closed,ADJ042
CL000769,C00703,2023-05-07,26367.19,Theft,Denied,ADJ006
CL000770,C00298,2024-03-02,7289.18,Collision,Approved,ADJ020
CL000771,C00153,2024-11-07,14770.7,Medical,Closed,ADJ034
CL000772,C00438,2025-06-28,4784.48,Collision,Denied,ADJ005
CL000773,C00940,2021-07-25,1153.88,Collision,Denied,ADJ028
CL000774,C00423,2025-02-26,1870.02,Theft,Under Review,ADJ023
CL000775,C00261,2023-11-18,8990.73,Theft,Open,ADJ008
CL000776,C00759,2023-07-17,16951.53,Property,Approved,ADJ003
CL000777,C00086,2024-09-03,6535.65,Medical,Under Review,ADJ038
CL000778,C00742,2025-03-22,7097.47,Liability,Denied,ADJ017
CL000779,C00350,2023-12-21,34425.84,Property,Closed,ADJ012
CL000780,C00081,2024-06-20,11331.93,Theft,Under Review,ADJ044
CL000781,C00109,2021-09-27,10306.77,Liability,Open,ADJ001
CL000782,C00176,2024-03-14,10009.11,Liability,Approved,ADJ043
CL000783,C00989,2023-07-06,25134.05,Medical,Denied,ADJ040
CL000784,C00370,2022-02-01,25898.96,Liability,Under Review,ADJ006
CL000785,C00129,2021-06-22,2459.15,Property,Open,ADJ002
CL000786,C00713,2025-08-07,34376.81,Property,Approved,ADJ042
CL000787,C00149,2023-10-15,19205.4,Theft,Closed,ADJ006
CL000788,C00309,2024-07-01,11660.96,Property,Approved,ADJ028
CL000789,C00023,2024-02-15,2188.65,Property,Approved,ADJ032
CL000790,C00483,2025-07-31,784.6,Liability,Denied,ADJ016
CL000791,C00207,2025-04-22,4775.06,Liability,Open,ADJ022
CL000792,C00009,2023-10-22,1988.62,Liability,Approved,ADJ032
CL000793,C00755,2024-12-23,8890.59,Theft,Under Review,ADJ003
CL000794,C00500,2025-05-08,6295.37,Theft,Denied,ADJ047
CL000795,C00627,2023-09-01,14061.57,Liability,Closed,ADJ046
CL000796,C00063,2023-11-22,15684.48,Medical,Denied,ADJ005
CL000797,C00275,2021-10-27,13446.72,Liability,Approved,ADJ008
CL000798,C00507,2025-08-10,9529.1,Medical,Approved,ADJ045
CL000799,C00447,2024-08-15,1433.45,Property,Approved,ADJ023
CL000800,C00449,2024-06-12,6647.5,Medical,Denied,ADJ046
CL000801,C00673,2024-06-10,17379.95,Liability,Approved,ADJ044
CL000802,C00669,2023-05-27,11151.48,Liability,Closed,ADJ040
CL000803,C00213,2024-10-02,4595.63,Collision,Approved,ADJ009
CL000804,C00178,2024-10-04,3392.52,Theft,Approved,ADJ007
CL000805,C00813,2024-11-03,6531.77,Liability,Under Review,ADJ016
CL000806,C00215,2024-12-12,8574.04,Collision,Under Review,ADJ017
CL000807,C00366,2025-06-28,10315.45,Property,Denied,ADJ003
CL000808,C00827,2024-08-18,1423.15,Liability,Open,ADJ040
CL000809,C00233,2025-06-25,3879.17,Medical,Under Review,ADJ023
CL000810,C00788,2024-10-18,1176.81,Theft,Under Review,ADJ010
CL000811,C00874,2022-06-06,10506.97,Theft,Denied,ADJ043
CL000812,C00107,2024-02-23,10742.87,Liability,Approved,ADJ049
CL000813,C00114,2025-08-10,14632.57,Theft,Denied,ADJ007
CL000814,C00844,2024-12-13,8655.86,Theft,Open,ADJ011
CL000815,C00646,2025-08-12,2211.86,Property,Under Review,ADJ011
CL000816,C00746,2023-09-28,9194.61,Theft,Approved,ADJ047
CL000817,C00892,2025-02-25,1939.77,Medical,Under Review,ADJ009
CL000818,C00126,2023-06-03,12804.63,Liability,Approved,ADJ050
CL000819,C00788,2023-10-10,595.52,Liability,Under Review,ADJ019
CL000820,C00518,2022-09-09,2983.3,Medical,Under Review,ADJ046
CL000821,C00773,2024-08-23,6517.62,Property,Closed,ADJ049
CL000822,C00772,2023-10-01,8179.93,Property,Closed,ADJ028
CL000823,C00424,2023-09-28,13811.29,Liability,Denied,ADJ044
CL000824,C00371,2024-04-24,27553.99,Collision,Denied,ADJ005
CL000825,C00087,2025-07-08,5405.4,Liability,Closed,ADJ028
CL000826,C00063,2025-02-17,9533.61,Property,Denied,ADJ004
CL000827,C00647,2025-07-31,33820.9,Theft,Under Review,ADJ027
CL000828,C00412,2022-09-30,13343.85,Theft,Under Review,ADJ047
CL000829,C00761,2025-06-10,5048.58,Medical,Open,ADJ018
CL000830,C00922,2025-05-11,8152.98,Property,Approved,ADJ029
CL000831,C00660,2024-03-22,3474.44,Theft,Denied,ADJ040
CL000832,C00668,2023-11-05,6911.09,Medical,Approved,ADJ050
CL000833,C00203,2024-04-08,21029.96,Theft,Under Review,ADJ025
CL000834,C00743,2024-05-08,10923.77,Property,Denied,ADJ035
CL000835,C00291,2025-03-22,7240.31,Medical,Denied,ADJ022
CL000836,C00776,2024-02-13,9717.44,Collision,Open,ADJ035
CL000837,C00607,2022-03-15,4251.01,Medical,Approved,ADJ033
CL000838,C00114,2025-08-12,11113.8,Medical,Under Review,ADJ041
CL000839,C00520,2024-08-01,5639.86,Collision,Open,ADJ029
CL000840,C00306,2025-03-21,8800.31,Collision,Approved,ADJ022
CL000841,C00242,2024-02-13,12178.12,Theft,Denied,ADJ046
CL000842,C00916,2025-08-01,30521.54,Theft,Closed,ADJ023
CL000843,C00307,2023-04-02,10568.9,Theft,Closed,ADJ046
CL000844,C00387,2024-09-13,8035.17,Property,Open,ADJ021
CL000845,C00529,2025-03-09,20776.32,Medical,Approved,ADJ007
CL000846,C00151,2024-10-01,10818.79,Liability,Open,ADJ006
CL000847,C00064,2025-02-16,6660.86,Property,Approved,ADJ014
CL000848,C00457,2024-11-13,1632.05,Theft,Approved,ADJ038
CL000849,C00573,2024-06-28,15205.07,Medical,Denied,ADJ032
CL000850,C00652,2025-01-30,6639.62,Liability,Approved,ADJ047
CL000851,C00997,2024-04-24,6545.37,Property,Closed,ADJ033
CL000852,C00131,2023-05-21,7529.08,Liability,Closed,ADJ046
CL000853,C00526,2024-03-31,13017.44,Collision,Closed,ADJ030
CL000854,C00485,2024-06-21,1611.79,Theft,Under Review,ADJ008
CL000855,C00617,2025-08-09,12858.61,Collision,Open,ADJ024
CL000856,C00586,2025-04-16,4699.06,Theft,Closed,ADJ008
CL000857,C00381,2025-05-26,4921.41,Medical,Under Review,ADJ019
CL000858,C00498,2025-08-03,1487.91,Theft,Approved,ADJ004
CL000859,C00960,2025-07-29,13466.67,Medical,Closed,ADJ012
CL000860,C00839,2025-06-09,11225.07,Collision,Open,ADJ036
CL000861,C00358,2024-08-27,1479.69,Collision,Approved,ADJ031
CL000862,C00587,2023-02-04,9743.67,Medical,Approved,ADJ031
CL000863,C00855,2025-02-08,10940.49,Theft,Closed,ADJ049
CL000864,C00142,2025-07-06,7819.08,Liability,Approved,ADJ043
CL000865,C00460,2025-07-17,2660.25,Medical,Open,ADJ040
CL000866,C00681,2024-06-13,18008.09,Liability,Under Review,ADJ035
CL000867,C00047,2025-07-31,14392.15,Liability,Under Review,ADJ042
CL000868,C00091,2023-06-16,13056.33,Collision,Denied,ADJ041
CL000869,C00816,2022-04-13,11688.13,Medical,Denied,ADJ042
CL000870,C00127,2025-05-14,9836.76,Collision,Closed,ADJ040
CL000871,C00555,2024-09-14,8864.41,Collision,Denied,ADJ034
CL000872,C00194,2022-09-23,11383.1,Theft,Open,ADJ008
CL000873,C00675,2024-08-17,14074.64,Property,Open,ADJ018
CL000874,C00806,2025-06-26,3484.17,Theft,Approved,ADJ006
CL000875,C00827,2023-07-31,8236.39,Medical,Approved,ADJ038
CL000876,C00047,2025-05-20,7626.36,Collision,Under Review,ADJ028
CL000877,C00185,2025-03-24,15376.83,Medical,Approved,ADJ017
CL000878,C00094,2024-06-01,2162.35,Collision,Denied,ADJ011
CL000879,C00293,2023-10-01,2588.5,Medical,Open,ADJ010
CL000880,C00315,2025-05-21,31168.02,Collision,Denied,ADJ021
CL000881,C00186,2023-05-04,1393.27,Liability,Open,ADJ021
CL000882,C00146,2025-08-06,6485.93,Medical,Under Review,ADJ025
CL000883,C00965,2025-03-03,12502.25,Collision,Open,ADJ013
CL000884,C00246,2025-07-26,23793.12,Liability,Denied,ADJ049
CL000885,C00517,2022-07-18,6083.21,Collision,Under Review,ADJ004
CL000886,C00326,2024-09-23,7239.94,Liability,Open,ADJ031
CL000887,C00030,2023-01-22,11110.95,Collision,Under Review,ADJ036
CL000888,C00987,2023-08-17,8999.5,Collision,Closed,ADJ049
CL000889,C00569,2024-09-22,9947.49,Property,Under Review,ADJ037
CL000890,C00417,2025-07-09,6966.74,Theft,Closed,ADJ010
CL000891,C00383,2024-10-22,8336.38,Property,Closed,ADJ035
CL000892,C00976,2025-02-11,6644.41,Theft,Approved,ADJ003
CL000893,C00002,2024-11-06,12283.33,Theft,Under Review,ADJ042
CL000894,C00996,2025-07-21,4566.69,Liability,Under Review,ADJ039
CL000895,C00257,2025-05-30,12672.57,Liability,Under Review,ADJ041
CL000896,C00218,2023-07-13,18062.41,Collision,Closed,ADJ048
CL000897,C00547,2025-07-22,8664.68,Medical,Open,ADJ026
CL000898,C00716,2025-06-20,2283.17,Property,Denied,ADJ018
CL000899,C00900,2024-04-02,14273.9,Medical,Under Review,ADJ041
CL000900,C00268,2025-03-11,14704.79,Liability,Under Review,ADJ016
CL000901,C00679,2025-06-25,14753.82,Medical,Closed,ADJ030
CL000902,C00983,2025-05-19,9192.95,Collision,Closed,ADJ042
CL000903,C00945,2024-09-02,529.69,Liability,Open,ADJ001
CL000904,C00689,2023-07-17,3016.27,Theft,Approved,ADJ049
CL000905,C00403,2024-10-27,8302.91,Collision,Denied,ADJ002
CL000906,C00914,2023-10-22,12565.22,Liability,Open,ADJ023
CL000907,C00996,2025-02-19,28593.69,Medical,Approved,ADJ012
CL000908,C00860,2025-05-19,25563.55,Collision,Open,ADJ030
CL000909,C00380,2025-01-06,14075.59,Liability,Open,ADJ015
CL000910,C00761,2025-06-20,786.83,Medical,Under Review,ADJ013
CL000911,C00093,2025-07-25,12336.07,Medical,Closed,ADJ015
CL000912,C00506,2025-05-13,14525.8,Collision,Under Review,ADJ032
CL000913,C00927,2024-10-04,22552.79,Collision,Closed,ADJ041
CL000914,C00406,2025-05-06,2108.72,Medical,Denied,ADJ033
CL000915,C00506,2024-02-01,2971.92,Property,Denied,ADJ044
CL000916,C00699,2024-11-04,9243.1,Property,Open,ADJ038
CL000917,C00132,2023-12-09,18417.01,Theft,Closed,ADJ034
CL000918,C00747,2021-06-15,20036.03,Collision,Denied,ADJ040
CL000919,C00259,2024-01-24,24712.45,Collision,Approved,ADJ042
CL000920,C00690,2025-04-11,21997.0,Medical,Approved,ADJ027
CL000921,C00281,2024-05-05,4571.25,Liability,Under Review,ADJ034
CL000922,C00778,2023-07-29,1130.24,Property,Open,ADJ018
CL000923,C00941,2025-01-29,6590.9,Liability,Under Review,ADJ001
CL000924,C00402,2024-12-12,5254.48,Theft,Open,ADJ048
CL000925,C00232,2025-04-23,14682.39,Liability,Open,ADJ016
CL000926,C00202,2022-04-30,5224.14,Collision,Open,ADJ031
CL000927,C00443,2024-03-04,12216.86,Theft,Under Review,ADJ017
CL000928,C00254,2025-07-04,3587.43,Medical,Open,ADJ022
CL000929,C00533,2024-03-31,29358.27,Theft,Denied,ADJ029
CL000930,C00783,2021-05-16,1887.23,Liability,Denied,ADJ008
CL000931,C00088,2025-03-02,14630.62,Collision,Approved,ADJ021
CL000932,C00912,2023-01-18,12791.54,Collision,Closed,ADJ004
CL000933,C00942,2022-03-02,12134.61,Collision,Under Review,ADJ040
CL000934,C00642,2025-06-09,6761.67,Collision,Open,ADJ036
CL000935,C00054,2023-10-21,4776.29,Liability,Approved,ADJ007
CL000936,C00633,2023-11-10,11403.47,Property,Denied,ADJ043
CL000937,C00639,2024-08-30,1231.7,Liability,Denied,ADJ040
CL000938,C00104,2023-02-25,5424.44,Collision,Approved,ADJ034
CL000939,C00337,2025-07-28,9023.29,Collision,Open,ADJ001
CL000940,C00610,2024-12-24,22692.84,Property,Denied,ADJ009
CL000941,C00653,2025-04-19,7879.02,Medical,Approved,ADJ031
CL000942,C00743,2023-08-31,9502.34,Property,Closed,ADJ009
CL000943,C00817,2023-12-23,1139.03,Property,Under Review,ADJ038
CL000944,C00447,2025-03-24,17085.23,Medical,Under Review,ADJ038
CL000945,C00907,2021-08-17,8346.58,Property,Closed,ADJ031
CL000946,C00317,2024-06-20,16564.26,Collision,Denied,ADJ038
CL000947,C00674,2024-08-28,10335.36,Collision,Closed,ADJ033
CL000948,C00839,2025-04-17,12610.04,Collision,Approved,ADJ023
CL000949,C00201,2023-10-22,31379.26,Property,Open,ADJ022
CL000950,C00194,2025-03-31,10183.97,Liability,Denied,ADJ045
CL000951,C00340,2020-11-28,12854.13,Theft,Under Review,ADJ040
CL000952,C00307,2022-04-07,10922.98,Liability,Open,ADJ032
CL000953,C00225,2025-07-19,13839.33,Property,Closed,ADJ030
CL000954,C00639,2024-10-04,7111.89,Medical,Approved,ADJ014
CL000955,C00410,2021-11-25,3171.55,Collision,Under Review,ADJ001
CL000956,C00076,2025-03-19,5689.36,Theft,Open,ADJ010
CL000957,C00298,2025-01-13,6885.92,Theft,Under Review,ADJ003
CL000958,C00999,2024-05-22,930.44,Property,Under Review,ADJ012
CL000959,C00225,2025-07-24,13338.04,Property,Under Review,ADJ036
CL000960,C00252,2024-10-19,4699.66,Medical,Open,ADJ002
CL000961,C00852,2025-01-23,10323.06,Liability,Open,ADJ022
CL000962,C00959,2025-08-12,6941.48,Medical,Under Review,ADJ043
CL000963,C00176,2023-09-24,14146.85,Theft,Approved,ADJ046
CL000964,C00067,2023-11-14,2218.15,Property,Closed,ADJ013
CL000965,C00546,2025-04-22,5983.84,Medical,Under Review,ADJ039
CL000966,C00440,2025-06-18,25585.97,Collision,Denied,ADJ038
CL000967,C00194,2022-03-21,12889.31,Medical,Closed,ADJ021
CL000968,C00254,2023-08-31,2920.6,Property,Denied,ADJ038
CL000969,C00908,2025-06-30,7590.36,Collision,Approved,ADJ043
CL000970,C00630,2024-11-25,2893.73,Theft,Under Review,ADJ032
CL000971,C00532,2024-10-26,7231.88,Medical,Under Review,ADJ034
CL000972,C00712,2025-07-17,18437.31,Liability,Under Review,ADJ038
CL000973,C00411,2023-10-24,22339.39,Collision,Closed,ADJ015
CL000974,C00917,2025-06-11,3443.51,Property,Approved,ADJ014
CL000975,C00314,2023-11-24,6662.83,Liability,Denied,ADJ011
CL000976,C00958,2021-09-27,12715.26,Medical,Denied,ADJ006
CL000977,C00138,2025-07-26,11398.53,Medical,Approved,ADJ034
CL000978,C00361,2024-12-05,3837.57,Collision,Approved,ADJ033
CL000979,C00637,2025-07-29,5377.42,Liability,Approved,ADJ028
CL000980,C00419,2024-10-19,5828.92,Liability,Under Review,ADJ018
CL000981,C00392,2024-06-24,858.41,Liability,Closed,ADJ017
CL000982,C00661,2025-03-22,1600.38,Collision,Under Review,ADJ033
CL000983,C00526,2024-09-04,8426.45,Collision,Under Review,ADJ015
CL000984,C00101,2021-06-19,2219.52,Medical,Open,ADJ035
CL000985,C00206,2024-10-12,11613.96,Medical,Under Review,ADJ048
CL000986,C00836,2024-06-11,27308.06,Property,Denied,ADJ009
CL000987,C00876,2023-08-01,11409.56,Theft,Under Review,ADJ001
CL000988,C00789,2025-07-26,11245.49,Liability,Approved,ADJ038
CL000989,C00776,2022-05-07,10001.97,Liability,Denied,ADJ049
CL000990,C00975,2022-04-10,2664.58,Liability,Closed,ADJ015
CL000991,C00741,2024-06-04,11362.49,Liability,Closed,ADJ034
CL000992,C00602,2024-09-19,26858.09,Liability,Under Review,ADJ006
CL000993,C00321,2023-12-21,24619.35,Liability,Closed,ADJ029
CL000994,C00461,2025-05-17,19688.9,Property,Denied,ADJ009
CL000995,C00313,2022-12-28,14178.63,Collision,Approved,ADJ043
CL000996,C00855,2023-02-01,5642.61,Property,Approved,ADJ028
CL000997,C00703,2025-05-11,25825.99,Theft,Under Review,ADJ021
CL000998,C00602,2023-08-19,1912.79,Property,Closed,ADJ022
CL000999,C00582,2025-04-04,9632.67,Theft,Denied,ADJ037
CL001000,C00888,2025-06-24,6167.85,Liability,Closed,ADJ026
CL001001,C00066,2023-01-27,8250.11,Property,Approved,ADJ007
CL001002,C00337,2025-07-26,8757.97,Liability,Under Review,ADJ006
CL001003,C00176,2025-02-17,2012.54,Theft,Closed,ADJ003
CL001004,C00847,2021-01-18,10490.86,Liability,Open,ADJ012
CL001005,C00204,2025-02-25,1507.62,Liability,Under Review,ADJ014
CL001006,C00239,2025-05-10,4721.03,Theft,Open,ADJ030
CL001007,C00059,2024-03-08,5845.46,Collision,Closed,ADJ021
CL001008,C00881,2022-03-02,13692.28,Liability,Closed,ADJ008
CL001009,C00133,2023-08-20,8278.57,Liability,Open,ADJ025
CL001010,C00979,2024-12-21,13602.02,Property,Closed,ADJ014
CL001011,C00318,2025-05-28,6766.91,Liability,Closed,ADJ039
CL001012,C00589,2022-12-18,14117.74,Theft,Closed,ADJ033
CL001013,C00734,2025-07-31,18518.06,Collision,Closed,ADJ029
CL001014,C00066,2024-09-24,12456.45,Theft,Closed,ADJ034
CL001015,C00337,2025-07-20,13699.39,Liability,Approved,ADJ030
CL001016,C00590,2025-05-19,1066.73,Collision,Under Review,ADJ042
CL001017,C00903,2024-11-16,13823.99,Medical,Under Review,ADJ026
CL001018,C00628,2024-05-22,12439.73,Property,Approved,ADJ016
CL001019,C00184,2024-04-16,30259.31,Liability,Approved,ADJ043
CL001020,C00188,2024-12-30,10628.57,Collision,Approved,ADJ045
CL001021,C00969,2025-03-11,2703.14,Property,Under Review,ADJ041
CL001022,C00551,2025-08-10,4732.4,Collision,Closed,ADJ032
CL001023,C00422,2023-02-02,14889.65,Theft,Open,ADJ024
CL001024,C00079,2025-08-01,11453.25,Theft,Under Review,ADJ027
CL001025,C00462,2023-06-19,4934.59,Collision,Approved,ADJ002
CL001026,C00075,2024-07-27,9763.57,Liability,Approved,ADJ022
CL001027,C00764,2024-10-06,6290.46,Property,Approved,ADJ003
CL001028,C00011,2022-08-15,9131.94,Property,Under Review,ADJ043
CL001029,C00767,2025-08-02,7231.56,Liability,Open,ADJ006
CL001030,C00562,2025-07-15,10026.83,Liability,Closed,ADJ031
CL001031,C00841,2025-08-10,4547.56,Property,Closed,ADJ002
CL001032,C00622,2025-06-08,1957.47,Medical,Open,ADJ035
CL001033,C00760,2023-04-04,6167.32,Collision,Open,ADJ044
CL001034,C00280,2024-05-11,5064.59,Property,Open,ADJ044
CL001035,C00546,2024-05-18,3634.41,Collision,Denied,ADJ042
CL001036,C00679,2022-02-03,10887.95,Collision,Approved,ADJ045
CL001037,C00316,2024-05-25,6937.81,Theft,Open,ADJ004
CL001038,C00791,2023-07-04,5972.24,Property,Closed,ADJ024
CL001039,C00931,2022-07-05,3958.83,Collision,Open,ADJ027
CL001040,C00029,2023-07-02,27271.47,Property,Open,ADJ015
CL001041,C00982,2025-07-07,30533.35,Property,Closed,ADJ003
CL001042,C00426,2023-06-20,18365.8,Medical,Denied,ADJ041
CL001043,C00195,2024-02-20,23266.73,Liability,Approved,ADJ008
CL001044,C00238,2025-08-06,3599.81,Medical,Under Review,ADJ012
CL001045,C00016,2024-01-18,6331.02,Medical,Open,ADJ025
CL001046,C00218,2022-08-07,11200.54,Medical,Denied,ADJ024
CL001047,C00045,2025-03-28,2537.12,Medical,Denied,ADJ032
CL001048,C00105,2024-04-06,10831.7,Theft,Closed,ADJ017
CL001049,C00983,2025-04-08,1873.8,Medical,Approved,ADJ044
CL001050,C00947,2024-01-17,14599.32,Property,Under Review,ADJ012
CL001051,C00651,2024-08-21,11544.89,Medical,Approved,ADJ005
CL001052,C00344,2024-10-25,755.91,Theft,Approved,ADJ025
CL001053,C00524,2025-08-01,9788.58,Property,Denied,ADJ038
CL001054,C00722,2025-01-26,25697.18,Theft,Open,ADJ020
CL001055,C00243,2024-01-27,25280.57,Theft,Open,ADJ004
CL001056,C00141,2022-11-09,5930.59,Medical,Closed,ADJ010
CL001057,C00385,2025-08-08,3463.59,Collision,Closed,ADJ047
CL001058,C00613,2021-08-23,14833.99,Liability,Under Review,ADJ009
CL001059,C00285,2023-03-22,5104.31,Collision,Denied,ADJ027
CL001060,C00664,2024-01-23,27646.45,Property,Under Review,ADJ022
CL001061,C00249,2022-05-30,5414.94,Property,Closed,ADJ039
CL001062,C00894,2023-11-29,10987.29,Liability,Open,ADJ005
CL001063,C00891,2022-03-11,7628.81,Property,Open,ADJ041
CL001064,C00145,2023-07-13,14104.98,Property,Open,ADJ012
CL001065,C00607,2024-01-08,8458.28,Property,Closed,ADJ033
CL001066,C00081,2022-12-21,6680.48,Liability,Under Review,ADJ011
CL001067,C00739,2025-01-25,3364.28,Liability,Closed,ADJ039
CL001068,C00255,2022-02-24,10164.0,Property,Under Review,ADJ031
CL001069,C00082,2021-05-25,14289.69,Medical,Approved,ADJ025
CL001070,C00172,2024-01-19,7325.35,Liability,Denied,ADJ040
CL001071,C00753,2022-11-25,6784.74,Property,Approved,ADJ002
CL001072,C00781,2025-03-26,14196.24,Medical,Denied,ADJ035
CL001073,C00157,2024-12-25,14270.85,Liability,Approved,ADJ020
CL001074,C00465,2024-04-25,9499.82,Liability,Open,ADJ022
CL001075,C00140,2024-01-19,10865.52,Property,Closed,ADJ013
CL001076,C00005,2023-08-07,1372.67,Medical,Approved,ADJ026
CL001077,C00948,2025-07-08,6529.39,Liability,Under Review,ADJ025
CL001078,C00502,2023-01-07,4963.26,Theft,Open,ADJ027
CL001079,C00907,2022-03-11,1062.99,Collision,Approved,ADJ037
CL001080,C00167,2024-04-07,3316.31,Liability,Under Review,ADJ050
CL001081,C00936,2022-04-06,11397.87,Medical,Denied,ADJ046
CL001082,C00501,2023-06-23,9707.21,Medical,Open,ADJ042
CL001083,C00395,2024-09-27,13934.52,Property,Closed,ADJ031
CL001084,C00036,2025-08-09,13861.29,Medical,Open,ADJ045
CL001085,C00682,2023-03-17,9857.34,Medical,Denied,ADJ030
CL001086,C00967,2025-06-02,18201.55,Theft,Denied,ADJ043
CL001087,C00862,2022-12-06,2840.7,Collision,Open,ADJ042
CL001088,C00729,2025-07-28,26177.94,Theft,Open,ADJ034
CL001089,C00932,2023-12-21,3237.94,Liability,Closed,ADJ028
CL001090,C00259,2023-06-23,21070.08,Theft,Approved,ADJ038
CL001091,C00316,2024-09-22,11142.03,Collision,Open,ADJ041
CL001092,C00587,2025-05-21,21693.79,Property,Under Review,ADJ048
CL001093,C00215,2025-01-14,13985.24,Liability,Under Review,ADJ001
CL001094,C00173,2024-05-12,12337.65,Collision,Open,ADJ005
CL001095,C00793,2021-07-28,21457.7,Medical,Approved,ADJ011
CL001096,C00181,2024-01-27,13075.39,Property,Approved,ADJ012
CL001097,C00515,2025-05-14,14253.01,Liability,Denied,ADJ014
CL001098,C00191,2025-07-24,3413.64,Property,Closed,ADJ017
CL001099,C00924,2022-01-11,13138.43,Liability,Denied,ADJ007
CL001100,C00890,2023-08-30,9728.29,Collision,Under Review,ADJ006
CL001101,C00387,2025-04-20,2307.88,Collision,Under Review,ADJ002
CL001102,C00600,2024-12-24,3904.31,Liability,Open,ADJ001
CL001103,C00063,2022-10-14,10700.24,Theft,Open,ADJ007
CL001104,C00217,2025-07-12,8073.85,Collision,Approved,ADJ039
CL001105,C00533,2025-02-22,33490.81,Liability,Approved,ADJ049
CL001106,C00346,2024-03-28,9263.39,Medical,Under Review,ADJ044
CL001107,C00912,2023-01-01,5474.62,Medical,Closed,ADJ024
CL001108,C00682,2024-07-07,6277.83,Theft,Open,ADJ023
CL001109,C00895,2025-03-11,8462.86,Liability,Approved,ADJ047
CL001110,C00856,2022-08-15,21920.73,Theft,Open,ADJ034
CL001111,C00287,2023-01-05,14290.4,Property,Under Review,ADJ029
CL001112,C00634,2025-03-26,10449.68,Liability,Denied,ADJ027
CL001113,C00677,2024-05-29,3225.06,Medical,Open,ADJ041
CL001114,C00369,2025-07-09,13164.8,Medical,Approved,ADJ015
CL001115,C00622,2024-10-14,7525.77,Theft,Open,ADJ023
CL001116,C00439,2022-10-10,14116.73,Liability,Open,ADJ047
CL001117,C00395,2023-10-02,4761.01,Property,Closed,ADJ034
CL001118,C00898,2025-07-01,8792.44,Theft,Open,ADJ009
CL001119,C00510,2023-04-16,12053.9,Medical,Denied,ADJ030
CL001120,C00173,2024-04-08,13497.92,Collision,Approved,ADJ043
CL001121,C00554,2025-02-11,3993.07,Property,Closed,ADJ049
CL001122,C00967,2024-05-22,15999.7,Liability,Open,ADJ011
CL001123,C00952,2022-06-21,13970.03,Liability,Under Review,ADJ015
CL001124,C00737,2025-01-10,4235.61,Liability,Open,ADJ043
CL001125,C00140,2023-02-12,13879.67,Liability,Open,ADJ045
CL001126,C00341,2025-04-09,13143.14,Theft,Denied,ADJ005
CL001127,C00660,2022-10-08,5476.77,Liability,Denied,ADJ028
CL001128,C00828,2024-12-10,3883.83,Medical,Open,ADJ019
CL001129,C00090,2025-06-13,2115.05,Medical,Denied,ADJ013
CL001130,C00763,2025-03-12,14159.11,Theft,Under Review,ADJ009
CL001131,C00874,2023-09-28,5043.9,Liability,Denied,ADJ048
CL001132,C00002,2025-02-28,5006.58,Theft,Denied,ADJ013
CL001133,C00868,2024-12-08,6128.11,Liability,Under Review,ADJ050
CL001134,C00374,2025-06-26,29362.9,Property,Denied,ADJ043
CL001135,C00617,2025-04-21,9066.25,Collision,Approved,ADJ001
CL001136,C00552,2024-07-09,12859.25,Medical,Closed,ADJ019
CL001137,C00858,2022-05-02,3674.11,Liability,Closed,ADJ039
CL001138,C00291,2023-09-21,5662.66,Collision,Denied,ADJ021
CL001139,C00317,2024-06-13,17037.11,Medical,Denied,ADJ031
CL001140,C00647,2025-07-30,24969.67,Liability,Open,ADJ022
CL001141,C00157,2024-07-30,21390.07,Property,Open,ADJ050
CL001142,C00184,2024-09-05,28785.28,Medical,Closed,ADJ002
CL001143,C00562,2025-07-19,6188.14,Liability,Approved,ADJ023
CL001144,C00776,2025-07-03,6174.76,Collision,Denied,ADJ047
CL001145,C00290,2025-03-22,11132.23,Theft,Approved,ADJ007
CL001146,C00135,2025-06-27,5189.57,Theft,Open,ADJ046
CL001147,C00312,2023-06-21,7134.22,Property,Denied,ADJ009
CL001148,C00453,2025-05-28,10591.36,Medical,Closed,ADJ014
CL001149,C00224,2024-07-02,12163.2,Property,Open,ADJ024
CL001150,C00744,2024-05-01,12914.05,Collision,Closed,ADJ025
CL001151,C00974,2025-07-21,14749.16,Property,Open,ADJ007
CL001152,C00365,2024-12-13,14625.3,Property,Open,ADJ008
CL001153,C00528,2025-04-08,9926.42,Theft,Approved,ADJ010
CL001154,C00643,2022-12-05,10976.98,Property,Open,ADJ008
CL001155,C00247,2025-02-21,11269.24,Theft,Closed,ADJ042
CL001156,C00764,2024-10-31,5942.89,Collision,Approved,ADJ042
CL001157,C00392,2023-06-10,4490.63,Liability,Under Review,ADJ001
CL001158,C00123,2025-02-10,3554.08,Theft,Closed,ADJ002
CL001159,C00601,2024-07-08,8808.24,Theft,Approved,ADJ018
CL001160,C00711,2024-09-15,11307.71,Theft,Closed,ADJ025
CL001161,C00496,2023-08-30,14999.34,Liability,Under Review,ADJ037
CL001162,C00129,2022-10-10,1941.9,Collision,Denied,ADJ012
CL001163,C00416,2025-03-23,18672.49,Theft,Denied,ADJ034
CL001164,C00501,2024-09-02,1427.01,Theft,Denied,ADJ046
CL001165,C00839,2025-05-31,11955.98,Collision,Closed,ADJ043
